id,XA,XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,XV,class
278,3,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
279,4,1,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,4,1,class_2
280,3,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
281,3,3,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,1,class_1
282,1,3,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
283,6,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
284,3,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
285,1,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
286,4,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
287,1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
288,1,3,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
289,3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
290,4,1,4,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
291,3,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
292,1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
293,3,4,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
294,1,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
295,3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
296,1,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
297,3,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
298,3,1,4,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,4,1,class_2
299,4,4,10,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
300,3,3,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,4,1,class_1
301,3,1,9,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,1,1,class_2
302,1,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
303,3,4,10,1,2,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
304,1,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
305,3,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
306,3,1,1,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
307,1,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
308,3,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
309,4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
310,3,1,9,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,2,4,1,class_2
311,3,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
312,3,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,1,class_1
313,3,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
314,3,1,9,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
315,1,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
316,3,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,5,class_1
317,3,4,10,1,1,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
318,3,3,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
319,3,1,9,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
320,4,4,9,1,2,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
321,3,3,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
322,4,1,10,1,1,3,2,2,11,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
323,3,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
324,1,3,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
325,3,3,1,1,2,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
326,1,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
327,3,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
328,3,3,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,5,class_1
329,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
330,1,3,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
331,3,3,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,5,5,class_1
332,1,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
333,1,3,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
334,1,3,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
335,3,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
336,3,1,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,6,7,class_2
337,3,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
338,1,4,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
339,3,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
340,3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
341,3,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
342,1,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
343,3,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
344,4,1,10,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
345,1,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
346,3,1,1,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,2,1,1,class_2
347,3,1,10,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
348,3,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
349,4,4,4,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,1,4,1,class_2
350,3,1,1,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
351,4,4,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,class_2
352,4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
353,1,3,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
354,1,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
355,3,3,10,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,4,4,class_2
356,6,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
357,4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
358,3,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,5,class_1
359,3,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
360,3,3,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
361,3,1,1,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,4,1,class_2
362,3,1,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,1,1,class_2
363,4,4,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,1,1,class_2
364,4,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
365,3,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
366,4,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,5,class_2
367,3,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
368,3,1,10,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
369,1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
370,3,1,4,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,4,1,class_2
371,3,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,1,class_2
372,4,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
373,3,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
374,6,1,1,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
375,3,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
376,1,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
377,6,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
378,1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
379,3,3,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
380,1,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
381,3,3,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,4,5,class_1
382,3,4,9,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,4,1,class_2
383,3,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
384,1,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
385,3,1,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
386,3,4,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,5,class_1
387,3,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,4,class_2
388,3,4,1,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,1,1,class_2
389,1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
390,3,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
391,1,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
392,3,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
393,1,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
394,3,1,4,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
395,4,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
396,3,1,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,class_2
397,3,4,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
398,3,3,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
399,3,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,5,5,class_2
400,3,4,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,4,5,class_1
401,1,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
402,1,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
403,3,3,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,class_1
404,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
405,3,4,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
406,3,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
407,1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
408,3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
409,3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
410,3,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
411,3,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
412,3,4,1,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,1,4,1,class_2
413,3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
414,3,3,10,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
415,3,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,1,class_1
416,1,3,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
417,3,1,9,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
418,3,4,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,4,5,class_1
419,3,3,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
420,4,1,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,class_2
421,3,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
422,1,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
423,3,3,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,4,5,class_1
424,4,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
425,3,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
426,3,4,9,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
427,4,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
428,1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
429,3,4,9,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,1,1,class_2
430,4,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
431,3,3,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
432,3,3,10,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,1,class_2
433,1,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
434,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
435,4,4,9,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
436,1,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
437,3,1,10,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
438,3,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
439,1,3,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
440,3,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
441,3,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
442,3,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
443,3,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,6,4,class_2
444,3,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
445,3,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
446,3,3,1,1,2,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
447,3,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
448,4,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
449,1,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
450,3,1,1,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,6,7,class_2
451,3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
452,1,4,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
453,1,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
454,3,1,10,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
455,1,4,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
456,3,4,4,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,1,1,class_2
457,1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
458,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
459,4,3,10,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,4,class_2
460,4,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
461,3,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
462,4,3,10,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,1,class_2
463,1,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
464,3,3,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
465,3,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,5,class_2
466,4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,1,class_2
467,3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
468,3,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
469,1,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
470,4,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
471,3,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
472,3,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
473,4,1,9,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
474,6,1,4,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
475,4,4,10,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
476,4,1,4,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
477,3,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
478,1,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
479,3,4,9,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
480,1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
481,1,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
482,1,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
483,4,4,9,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
484,4,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
485,4,4,9,1,1,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
486,4,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,6,1,class_2
487,3,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
488,6,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
489,3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,4,class_2
490,3,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,4,class_2
491,4,1,10,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
492,4,4,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,4,1,class_1
493,3,4,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,class_1
494,4,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
495,3,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
496,1,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
497,4,1,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,1,1,class_2
498,4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,4,1,class_2
499,3,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
500,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
501,3,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
502,1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
503,3,4,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
504,1,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
505,1,3,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
506,3,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,1,class_1
507,3,4,4,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,4,1,class_2
508,4,4,1,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,1,1,class_2
509,3,1,9,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
510,4,1,4,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
511,4,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
512,1,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
513,3,1,9,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
514,6,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
515,3,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
516,3,1,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,1,1,class_2
517,3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,4,class_2
518,1,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,1,class_2
519,3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
520,3,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,1,class_2
521,3,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,class_2
522,1,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
523,4,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
524,3,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,5,class_1
525,4,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
526,1,4,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,class_2
527,4,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,4,class_2
528,3,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
529,3,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,6,5,class_2
530,4,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
531,3,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,class_2
532,3,4,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
533,3,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,4,1,class_1
534,4,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,4,class_2
535,4,4,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,1,class_1
536,3,1,9,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,4,1,class_2
537,1,3,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
538,6,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,5,class_2
539,3,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
540,4,4,9,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
541,3,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
542,4,1,4,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,4,1,class_2
543,3,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,1,class_1
544,3,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,4,1,class_2
545,4,1,1,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,1,1,class_2
546,3,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,class_2
547,1,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,class_2
548,4,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,5,5,class_2
549,3,1,10,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,class_2
550,3,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,class_2
551,4,1,1,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,6,5,class_2
552,3,1,4,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,4,1,class_2
553,3,3,10,1,2,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,4,4,class_2
554,4,4,9,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,class_2
555,3,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,1,class_2
